NPSN,Nama_sekolah,Kota,,Kelurahan,Kecamatan,,Alamat lengkap,No.Telp,Website,RT dan RW,Kode Pos,Alamat,,,,,Jenjang,Kurikulum,Akreditasi,Kurikulum,Kepala Sekolah,Operator,Peserta Didik,No.Telp,Tanggal SK Operasional,Tanggal SK Pendirian,Umur,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Harga Tanah Pasaran per kecamatan,luas tanah,estimasi harga tanah sekolah,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,meter listrik,per kWh,tarif per kWh,harga_listrik_per_bulan,is_website,is_agama,is_surabaya,SPP,Prediksi SPP
P9996968,PKBM IMAM MUSLIM ISLAMIC SCHOOL,Kab. Sidoarjo,Sidoarjo,Wage,Kec. Taman,Taman,"Jl. Delima 61, Wage, Kec. Taman, Kab. Sidoarjo, Jawa Timur 61257",081295951461,http://imis.sch.id,/,61257,Jl. DELIMA 61,Jl. DELIMA 61,Jl. Delima 61,Jl. Delima 61,Jl. Delima 61,PKBM,Kurikulum Merdeka,B,Kurikulum Merdeka,NANANG KOSIM,Nanang Kosim,231,81295951461,2020,2018,7,,,0,0,5500000,612,3366000000,16,18,3,16,0,0,27500,220000,1700,374000000,1,1,0,"Rp350,000",
20563559,TK DARUSSALAM,Kab. Sidoarjo,Sidoarjo,Wedoro,Kec. Waru,Waru,"Jl. Kolonel Sugiono 39, Wedoro, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",0318544498,-,2 / 7,61256,JL. KOLONEL SUGIONO 39,JL. KOLONEL SUGIONO 39,Jl. Kolonel Sugiono 39,Jl. Kolonel Sugiono 39,Jl. Kolonel Sugiono 39,TK,Kurikulum Merdeka,A,Kurikulum Merdeka,ERNAWATI,ERNAWATI,231,8544498,2021,2006,19,,,0,0,7530000,900,6777000000,13,14,1,15,0,1,13,104,1700,176800,0,0,0,,"Rp461,764"
69966930,SDI Mambaul Ulum,Kab. Sidoarjo,Sidoarjo,Kepuh Kiriman,Kec. Waru,Waru,"Jl. Kol. Sugiono 112 Panjunan, Kepuh Kiriman, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318674713,-,1 / 3,61256,Jl. Kol. Sugiono 112 Panjunan,Jl. Kol. Sugiono 112 Panjunan,Jl. Kol. Sugiono 112 Panjunan,Jl. Kol. Sugiono 112 Panjunan,Jl. Kol. Sugiono 112 Panjunan,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,LILIK NURHAYATI,IIN FITRIA RAHAYU,230,318674713,2017,2017,8,AL6820,AL MANSHUR,3,3,7530000,450,3388500000,10,14,2,11,1,1,2200,17600,1700,29920000,0,1,0,"Rp80,000",
20540047,SMA AL ISLAMIYAH,Kab. Sidoarjo,Sidoarjo,Putat,Kec. Tanggulangin,Tanggulangin,"Jl. Putat Utara No. 25, Putat, Kec. Tanggulangin, Kab. Sidoarjo, Jawa Timur 61272",0313199704487,http://www.smalista.sch.id,9 / 2,61272,Jl. Putat Utara No. 25,Jl. Putat Utara No. 25,Jl. Putat Utara No. 25,Jl. Putat Utara No. 25,Jl. Putat Utara No. 25,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Ifa Fi'ilyah,M. Masduchi Zakaria,229,3199704487,2022,1988,37,AE2653,YAYASAN PENDIDIKAN DAN SOSIAL AL-ISLAMIYAH (YAPISA),3,3,3000000,3508,10524000000,8,15,3,9,2,1,33000,264000,1700,448800000,1,1,0,,"Rp617,070"
70008766,SD UNGGULAN ZAINUDDIN,Kab. Sidoarjo,Sidoarjo,Kepuh Kiriman,Kec. Waru,Waru,"Jl. Kolonel Sugiono Kepuh Kiriman, Kepuh Kiriman, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",087851261894,-,1 / 1,61256,Jl. Kolonel Sugiono Kepuh Kiriman,Jl. Kolonel Sugiono Kepuh Kiriman,Jl. Kolonel Sugiono Kepuh Kiriman,Jl. Kolonel Sugiono Kepuh Kiriman,Jl. Kolonel Sugiono Kepuh Kiriman,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,M. FAHRUDDIN,SAUQI MUBAROK,229,87851261894,2020,2020,5,AN0988,YAYASAN MASJID ZAINUDDIN,4,3,7530000,1080,8132400000,10,13,2,10,1,1,60000,480000,1700,816000000,0,0,0,,"Rp520,658"
20539949,SDK YUSTINUS DE YACOBIS,Kab. Sidoarjo,Sidoarjo,Krian,Kec. Krian,Krian,"Jl.n Ki Hajar Dewantara 35, Krian, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",031318973359,-,0 / 0,61262,Jln Ki Hajar Dewantara 35,Jln Ki Hajar Dewantara 35,Jln Ki Hajar Dewantara 35,Jln Ki Hajar Dewantara 35,Jl. Jln Ki Hajar Dewantara 35,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Rosalina Tanti Erlina,"Suci Arumani, S.Pd",222,318973359,2022,1976,49,AN2291,YOHANNES GABRIEL,154,6,2600000,2160,5616000000,6,6,5,11,1,1,10600,84800,1700,144160000,0,0,0,,"Rp439,323"
20540089,SMK PEMUDA KRIAN,Kab. Sidoarjo,Sidoarjo,Kemasan,Kec. Krian,Krian,"Jl. Raya Kemasan, Kemasan, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",031318971029,http://smkpemudakrian.com,11 / 3,61262,JL. RAYA KEMASAN,JL. RAYA KEMASAN,Jl. Raya Kemasan,Jl. Raya Kemasan,Jl. Raya Kemasan,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Desy Kartikaningtyastuti,FARIDA HARI SAPUTRI,221,318971029,2016,1974,51,,,0,0,2600000,3916,10181600000,13,13,7,20,6,1,15000,120000,1700,204000000,1,0,0,"Rp200,000",
P9996529,PKBM KHALIFAH CENDIKIA,Kab. Sidoarjo,Sidoarjo,Ngelom,Kec. Taman,Taman,"Jl. Raya Ngelom No 58, Ngelom, Kec. Taman, Kab. Sidoarjo, Jawa Timur 61257",081333202351,-,2 / 3,61257,Jl. Raya Ngelom no 58,Jl. Raya Ngelom no 58,Jl. Raya Ngelom No 58,Jl. Raya Ngelom No 58,Jl. Raya Ngelom No 58,PKBM,Kurikulum Merdeka,B,Kurikulum 2013,"Dewi Rachmawati, SE., S.Pd",Levina Rahmatia,221,81333202351,2020,2016,9,,,0,0,5500000,290,1595000000,12,5,1,12,0,0,900,7200,1700,12240000,0,0,0,,"Rp443,011"
20539976,SMP KEMALA BHAYANGKARI 9 WARU,Kab. Sidoarjo,Sidoarjo,Medaeng,Kec. Waru,Waru,"Jl. Jalan Letjen Sutoyo No. 1, Medaeng, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",085175999920,http://smpkemalabhayangkari9waru.sch.id,19 / 5,61256,Jalan Letjen Sutoyo No. 1,Jalan Letjen Sutoyo No. 1,Jalan Letjen Sutoyo No. 1,Jalan Letjen Sutoyo No. 1,Jl. Jalan Letjen Sutoyo No. 1,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Dwi Hermawati,Rizki Dwi Jayanti,221,85175999920,2021,1989,36,AA0760,Yayasan Kemala Bhayangkari,681,9,7530000,5432,40902960000,8,11,2,8,2,0,23000,184000,1700,312800000,1,0,0,,"Rp543,202"
69985175,SDI TARBIYATUL UMMAH,Kab. Sidoarjo,Sidoarjo,Sidokerto,Kec. Buduran,Buduran,"Jl. Sono Indah Utara III, Sidokerto, Kec. Buduran, Kab. Sidoarjo, Jawa Timur 61252",081252227739,-,4 / 5,61252,Jl. Sono Indah Utara III,Jl. Sono Indah Utara III,Jl. Sono Indah Utara Iii,Jl. Sono Indah Utara III,Jl. Sono Indah Utara III,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,AMILIA CHOIRUNNISA',NAVA DWI UTARI,217,81252227739,2021,2021,4,AK0990,AL MANSHUR TARBIYATUL UMMAH,1,1,3500000,1600,5600000000,11,9,2,11,1,1,10600,84800,1700,144160000,0,0,0,"Rp350,000",
69978462,SD HAFIDZ AL QURAN,Kab. Sidoarjo,Sidoarjo,Porong,Kec. Porong,Porong,"Jl. Gempol Sampurno, Porong, Kec. Porong, Kab. Sidoarjo, Jawa Timur 61274",085733073233,http://www.sdhqporong.mysch.id,3 / 4,61274,Jl. Gempol Sampurno,Jl. Gempol Sampurno,Jl. Gempol Sampurno,Jl. Gempol Sampurno,Jl. Gempol Sampurno,SD,Kurikulum Merdeka,B,Kurikulum Merdeka,Muh.aliyul Himam,SD HAFIDZ AL QURAN,217,85733073233,2018,2016,9,AB0571,PONDOK PESANTREN TAHFIDZ MANBA'UL QUR'AN,2,2,1370000,900,1233000000,9,10,1,9,1,1,2200,17600,1700,29920000,1,1,0,"Rp160,000",
69970483,SD ISLAM NURUL HIKAM,Kab. Sidoarjo,Sidoarjo,Banjarbendo,Kec. Sidoarjo,Sidoarjo,"Jl. Banjarbendo, Banjarbendo, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61225",081233047131,-,6 / 3,61225,Banjarbendo,Banjarbendo,Banjarbendo,Banjarbendo,Jl. Banjarbendo,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,M. SUGENG,SD ISLAM NURUL HIKAM,215,81233047131,2017,2017,8,AI5088,YAYASAN PENDIDIKAN DAN PESANTREN NURUL HIKAM,2,2,4500000,299,1345500000,11,10,2,11,0,1,1200,9600,1700,16320000,0,1,0,"Rp250,000",
20539958,SMP AL FALAH ASSALAM,Kab. Sidoarjo,Sidoarjo,Tropodo,Kec. Waru,Waru,"Jl. Raya Wisma Tropodo Blok Fg 20, Tropodo, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318684277,http://alfalahassalamtropodo.id,0 / 0,61256,Jl. Raya Wisma Tropodo Blok Fg 20,Jl. Raya Wisma Tropodo Blok Fg 20,Jl. Raya Wisma Tropodo Blok Fg 20,Jl. Raya Wisma Tropodo Blok Fg 20,Jl. Raya Wisma Tropodo Blok Fg 20,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Muhammad Ma'ruf,Andhika Sholehudin Dewantara,212,318684277,2021,2000,25,AN0975,YAYASAN PENDIDIKAN AL FALAH ASSALAM,4,4,7530000,7620,57378600000,7,16,1,13,3,1,10999,87992,1700,149586400,1,1,0,"Rp1,500,000",
69867985,SMP INSAN CENDEKIA MANDIRI,Kab. Sidoarjo,Sidoarjo,SARIROGO,Kec. Sidoarjo,Sidoarjo,"Jl. Raya Sarirogo, SARIROGO, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61234",031318076436,http://sekolahicm.sch.id,0 / 0,61234,JL. RAYA SARIROGO,JL. RAYA SARIROGO,Jl. Raya Sarirogo,Jl. Raya Sarirogo,Jl. Raya Sarirogo,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Arinda Yussanti Ika Fristantiningrum,Hasyim Fahrudin Ali,210,318076436,2014,2014,11,AB4647,YATIM MANDIRI,1,1,4500000,80000,360000000000,9,18,6,12,4,1,15000,120000,1700,204000000,1,1,0,"Rp550,000",
69971908,TK. Islam Terpadu Nurul Hikmah,Kab. Sidoarjo,Sidoarjo,Siwalan Panji,Kec. Buduran,Buduran,"Jl. Perum Natura Residence - Cluster Winterland, Siwalan Panji, Kec. Buduran, Kab. Sidoarjo, Jawa Timur 61252",0313199705352,-,/,61252,Perum Natura Residence - Cluster Winterland,Perum Natura Residence - Cluster Winterland,Perum Natura Residence - Cluster Winterland,Perum Natura Residence - Cluster Winterland,Jl. Perum Natura Residence - Cluster Winterland,TK,Kurikulum Merdeka,A,Kurikulum Merdeka,AMRILIA NOVITASARI,MUHAMMAD FAJRUL FALAH,209,3199705352,2018,2018,7,AK0965,YAYASAN NURUL HIKMAH SIDOARJO,3,3,3500000,0,0,8,9,4,8,1,1,100000,800000,1700,1360000000,0,1,0,"Rp300,000",
69947215,SD VISION,Kab. Sidoarjo,Sidoarjo,Tambak Rejo,Kec. Waru,Waru,"Jl. Taman Asri Tengah Pondok Tjandra Indah No.19-21, Tambak Rejo, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318684555,http://www.visionschool.id,0 /,61256,Taman Asri Tengah Pondok Tjandra Indah No.19-21,Taman Asri Tengah Pondok Tjandra Indah No.19-21,Taman Asri Tengah Pondok Tjandra Indah No.19-21,Taman Asri Tengah Pondok Tjandra Indah No.19-21,Jl. Taman Asri Tengah Pondok Tjandra Indah No.19-21,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Vivi Novita Sari,Mahmud Efendi,209,318684555,2016,2016,9,AL8823,YAYASAN CAKRAWALA CITRA BANGSA MANDIRI,1,1,7530000,1260,9487800000,12,22,0,12,2,1,33000,264000,1700,448800000,1,0,0,,"Rp462,899"
20540016,SMP PANCASILA,Kab. Sidoarjo,Sidoarjo,Ponokawan,Kec. Krian,Krian,"Jl. Raya Ponokawan No. 7, Ponokawan, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",0318974331,http://www.youtube.com/channel/ucciwbrkjehlfscy-8i0zsdw,7 / 1,61262,Jl. Raya Ponokawan No. 7,Jl. Raya Ponokawan No. 7,Jl. Raya Ponokawan No. 7,Jl. Raya Ponokawan No. 7,Jl. Raya Ponokawan No. 7,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Agus Mafrudy,M. IHYA' MAULANA,208,8974331,2024,1976,49,AX0597,YAYASAN TAMAN PENDIDIKAN AL-HIDAYAH KRIAN SIDOARJO,4,4,2600000,2310,6006000000,8,13,5,9,2,1,16500,132000,1700,224400000,1,0,0,,"Rp549,671"
20551658,SD KREATIF THE NAFF,Kab. Sidoarjo,Sidoarjo,Balonggabus,Kec. Candi,Candi,"Jl. Perum Palem Putri N24-28, Balonggabus, Kec. Candi, Kab. Sidoarjo, Jawa Timur 61271",03131806184,http://www.thenaff.com,10 / 3,61271,Perum Palem Putri N24-28,Perum Palem Putri N24-28,Perum Palem Putri N24-28,Perum Palem Putri N24-28,Jl. Perum Palem Putri N24-28,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Yuni Rokhmatin,Muhammad Rizqy Fajrul Falah,206,31806184,2020,2007,18,AB0632,YAYASAN NAFF PALIL,7,4,2670000,960,2563200000,11,19,2,13,0,1,5500,44000,1700,74800000,1,0,0,"Rp700,000",
20501860,SMA KATOLIK UNTUNG SUROPATI KRIAN,Kab. Sidoarjo,Sidoarjo,Katerungan,Kec. Krian,Krian,"Jl. Ki Hajar Dewantara 175, Katerungan, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",031318987239,http://smakatolikkrian.sch.id,37 / 8,61262,JL. KI HAJAR DEWANTARA 175,JL. KI HAJAR DEWANTARA 175,Jl. Ki Hajar Dewantara 175,Jl. Ki Hajar Dewantara 175,Jl. Ki Hajar Dewantara 175,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,JOHN FRANS ARIO BIROWO,"Neneng Marlina, S.Pd.",204,318987239,2022,2022,3,AN2291,YOHANNES GABRIEL,154,6,2600000,16440,42744000000,6,11,4,6,4,1,66000,528000,1700,897600000,1,1,0,"Rp650,000",
20539957,SMP AL FALAH DELTASARI,Kab. Sidoarjo,Sidoarjo,Kureksari,Kec. Waru,Waru,"Jl. Anggrek Vi/40 Deltasari Indah, Kureksari, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318543912,http://www.alfalahsby.com,1 / 5,61256,Jl. Anggrek VI/40 Deltasari Indah,Jl. Anggrek VI/40 Deltasari Indah,Jl. Anggrek Vi/40 Deltasari Indah,Jl. Anggrek Vi/40 Deltasari Indah,Jl. Anggrek Vi/40 Deltasari Indah,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Gatot Purwanto,SUPARDI,204,318543912,2019,1991,34,AH1204,Yayasan Masjid Al Falah Surabaya,4,3,7530000,5200,39156000000,6,37,3,17,3,1,15000,120000,1700,204000000,1,1,0,"Rp1,550,000",
20539973,SMP ISLAM PARLAUNGAN,Kab. Sidoarjo,Sidoarjo,Berbek,Kec. Waru,Waru,"Jl..Berbek I / 2-4, Berbek, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",0318668298,http://www.smpislamparlaunganwaru.sch.id,5 / 1,61256,Jl.Berbek I / 2-4,Jl.Berbek I / 2-4,Jl.Berbek I / 2-4,Jl.Berbek I / 2-4,Jl. Jl.Berbek I / 2-4,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Chusnul Munawaroh,Novita Wulan Sari,203,8668298,2009,1979,46,AN0931,YAYASAN MADRASAH ISLAMIYAH MODERN,1,1,7530000,2250,16942500000,8,21,5,13,4,1,33000,264000,1700,448800000,1,1,0,"Rp400,000",
69856217,SMA PEMBANGUNAN JAYA 2,Kab. Sidoarjo,Sidoarjo,Ketajen,Kec. Gedangan,Gedangan,"Jl. Kawasan Taman Vancouver Blok J1 No.01, Ketajen, Kec. Gedangan, Kab. Sidoarjo, Jawa Timur 61254",0318917226,http://smapjsidoarjo.sch.id/,0 / 0,61254,KAWASAN TAMAN VANCOUVER BLOK J1 No.01,KAWASAN TAMAN VANCOUVER BLOK J1 No.01,Kawasan Taman Vancouver Blok J1 No.01,Kawasan Taman Vancouver Blok J1 No.01,Jl. Kawasan Taman Vancouver Blok J1 No.01,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Suci Wulandari,Husnun Anwar,202,8917226,2024,2014,11,AO0336,YAYASAN PENDIDIKAN JAYA,9,5,5000000,2960,14800000000,6,14,2,8,5,1,105000,840000,1700,1428000000,1,0,0,"Rp750,000",
20502310,SD HANGTUAH 9,Kab. Sidoarjo,Sidoarjo,Kedungkendo,Kec. Candi,Candi,"Jl. Perum Tni Al Blok B XVI/16, Kedungkendo, Kec. Candi, Kab. Sidoarjo, Jawa Timur 61271",031318953326,-,0 / 0,61271,Perum TNI AL Blok B XVI/16,Perum TNI AL Blok B XVI/16,Perum Tni Al Blok B Xvi/16,Perum Tni Al Blok B XVI/16,Jl. Perum Tni Al Blok B XVI/16,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Alinie Dewi Ariyani Sriyono,Viky Dwi Saputro,201,318953326,2022,1996,29,AB5048,HANG TUAH CABANG SURABAYA,35,6,2670000,54180,144660600000,11,14,2,22,2,1,22000,176000,1700,299200000,0,0,0,"Rp350,000",
20539952,SDK UNTUNG SUROPATI II,Kab. Sidoarjo,Sidoarjo,Magersari,Kec. Sidoarjo,Sidoarjo,"Jl. Tennis 3, Magersari, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61211",0318953325,-,15 / 5,61211,Jl Tennis 3,Jl Tennis 3,Jl Tennis 3,Jl Tennis 3,Jl. Jl Tennis 3,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Regina Jali Anjar Saparini,Elizabeth Frisca,201,8953325,2011,2011,14,AN2291,YOHANNES GABRIEL,154,6,4500000,1030,4635000000,6,10,5,11,1,1,1300,10400,1700,17680000,0,0,0,,"Rp351,016"
60702933,SMP Pembangunan Jaya 2,Kab. Sidoarjo,Sidoarjo,Ketajen,Kec. Gedangan,Gedangan,"Jl. Taman Vancouver J1 No 1 Puri Surya Jaya, Ketajen, Kec. Gedangan, Kab. Sidoarjo, Jawa Timur 61254",031318916362,smppjsidoarjo.sch.id,0 / 0,61254,TAMAN VANCOUVER J1 NO 1 PURI SURYA JAYA,TAMAN VANCOUVER J1 NO 1 PURI SURYA JAYA,Taman Vancouver J1 No 1 Puri Surya Jaya,Taman Vancouver J1 No 1 Puri Surya Jaya,Jl. Taman Vancouver J1 No 1 Puri Surya Jaya,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Dewi Masyithoh,Veronika Dinda V,200,318916362,2022,2022,3,AO0336,YAYASAN PENDIDIKAN JAYA,9,5,5000000,5750,28750000000,6,17,3,11,2,1,160000,1280000,1700,2176000000,1,0,0,,"Rp1,000,806"
70000954,SD ISLAM AR   RAHMAH,Kab. Sidoarjo,Sidoarjo,Suruh,Kec. Sukodono,Sukodono,"Jl. Lengki Suruh, Suruh, Kec. Sukodono, Kab. Sidoarjo, Jawa Timur 61258",081332806043,http://sdiarrahmah.sch.id,17 / 5,61258,Jl. Lengki Suruh,Jl. Lengki Suruh,Jl. Lengki Suruh,Jl. Lengki Suruh,Jl. Lengki Suruh,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,NISWATUN KHALIM,Moch.Tegar Pratama,200,81332806043,2019,2019,6,AX0348,YAYASAN AR-RAHMAH SUKODONO SIDOARJO,1,1,2200000,4420,9724000000,9,13,1,9,2,1,1500,12000,1700,20400000,1,1,0,,"Rp494,966"
69973333,SMP MUHAMMADIYAH 10 SIDOARJO,Kab. Sidoarjo,Sidoarjo,Suko,Kec. Sidoarjo,Sidoarjo,"Jl. Raya Sungon 1 A-C, Suko, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61224",0313199034170,https://www.smpm10si.sch.id,4 / 1,61224,Jl. Raya Sungon 1 A-C,Jl. Raya Sungon 1 A-C,Jl. Raya Sungon 1 A-C,Jl. Raya Sungon 1 A-C,Jl. Raya Sungon 1 A-C,SMP,Kurikulum Merdeka,B,Kurikulum Merdeka,Moch Muqhir,Granodio Daegal Wibowo,199,3199034170,2020,2017,8,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,4500000,5160,23220000000,7,16,7,9,2,1,51000,408000,1700,693600000,1,1,0,"Rp650,000",
20502394,SDIT NURUL ISLAM,Kab. Sidoarjo,Sidoarjo,Krembung,Kec. Krembung,Krembung,"Jl. Belakang Ps. Krembung Arah Barat No. 01, Krembung, Kec. Krembung, Kab. Sidoarjo, Jawa Timur 61275",031318852913,-,1 / 1,61275,Jl. Belakang Ps. Krembung Arah Barat No. 01,Jl. Belakang Ps. Krembung Arah Barat No. 01,Jl. Belakang Ps. Krembung Arah Barat No. 01,Jl. Belakang Ps. Krembung Arah Barat No. 01,Jl. Belakang Ps. Krembung Arah Barat No. 01,SD,Kurikulum Merdeka,B,Kurikulum Merdeka,Maisaroh,SDIT NURUL ISLAM,198,318852913,2020,2002,23,AB0524,"Yayasan Pendidikan, Dakwah dan Sosial Nurul Islam",5,5,750000,2475,1856250000,10,11,3,12,0,1,2200,17600,1700,29920000,0,1,0,"Rp450,000",
20540029,SMP SUNAN AMPEL PORONG,Kab. Sidoarjo,Sidoarjo,Kesambi,Kec. Porong,Porong,"Jl. Jalan Raya Kesambi, Kesambi, Kec. Porong, Kab. Sidoarjo, Jawa Timur 61274",031343851995,http://SMPuper.sch.id,7 / 2,61274,Jalan Raya Kesambi,Jalan Raya Kesambi,Jalan Raya Kesambi,Jalan Raya Kesambi,Jl. Jalan Raya Kesambi,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Denok Muhayaroh,Hudan Mushoffa,196,343851995,2019,1977,48,AB0554,BP3MNU Sunan Ampel Kesambi,4,4,1370000,9000,12330000000,7,11,3,9,2,1,2000,16000,1700,27200000,1,0,0,,"Rp512,060"
20563618,TK MUSLIMAT KUREKSARI,Kab. Sidoarjo,Sidoarjo,Kureksari,Kec. Waru,Waru,"Jl. Flamboyan No 48, Kureksari, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",0313185585123,-,2 / 3,61256,JL. FLAMBOYAN NO 48,JL. FLAMBOYAN NO 48,Jl. Flamboyan No 48,Jl. Flamboyan No 48,Jl. Flamboyan No 48,TK,Kurikulum Merdeka,A,Kurikulum Merdeka,Charidatul Muhasona,ponco indrawati,195,3185585123,2017,1986,39,,,0,0,7530000,200,1506000000,10,9,1,2,0,1,2200,17600,1700,29920000,0,1,0,,"Rp494,938"
20537102,SMP SANTA MARIA 2 SIDOARJO,Kab. Sidoarjo,Sidoarjo,Gebang,Kec. Sidoarjo,Sidoarjo,"Jl. Perumahan Citra Fajar Golf, Gebang, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61216",031318969975,http://smp-sda.sanmarosu-jatim.sch.id,3 / 8,61216,Perumahan Citra Fajar Golf,Perumahan Citra Fajar Golf,Perumahan Citra Fajar Golf,Perumahan Citra Fajar Golf,Jl. Perumahan Citra Fajar Golf,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Theresia Indryastuti Yumiartanti,Ignatius Radityo Aryo Pradono,189,318969975,2024,2007,18,AN2245,Yayasan Paratha Bhakti,10,5,4500000,11808,53136000000,7,10,6,8,4,1,66000,528000,1700,897600000,1,1,0,"Rp900,000",
20502304,SD MAARIF TAMAN,Kab. Sidoarjo,Sidoarjo,Taman,Kec. Taman,Taman,"Jl..Raya Taman Gg.Ii, Taman, Kec. Taman, Kab. Sidoarjo, Jawa Timur 61257",0313199782096,http://www.sdmaariftamanyes,10 / 2,61257,Jl.Raya Taman Gg.II,Jl.Raya Taman Gg.II,Jl.Raya Taman Gg.Ii,Jl.Raya Taman Gg.Ii,Jl. Jl.Raya Taman Gg.Ii,SD,Kurikulum Merdeka,B,Kurikulum Merdeka,Li`imarotul Ainiyah,Li`imarotul Ainiyah,188,3199782096,2019,1965,60,AB0722,LP Ma'arif NU,9,6,5500000,1240,6820000000,6,7,2,8,1,1,5500,44000,1700,74800000,1,0,0,,"Rp462,628"
20572081,SDIT HASANAH FIDDAROIN,Kab. Sidoarjo,Sidoarjo,Berbek,Kec. Waru,Waru,"Jl. Jalan Berbek III A, Berbek, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318684407,-,5 / 2,61256,Jalan Berbek III A,Jalan Berbek III A,Jalan Berbek Iii A,Jalan Berbek III A,Jl. Jalan Berbek III A,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Miftahul Ulum,Khilmi Fauzi Lubis,188,318684407,2018,2000,25,AN0969,HASANAH FIDDAROIN,1,1,7530000,428,3222840000,9,15,3,19,2,1,8000,64000,1700,108800000,0,0,0,"Rp250,000",
20501764,SMP ULUL ALBAB,Kab. Sidoarjo,Sidoarjo,BEBEKAN,Kec. Taman,Taman,"Jl. Bebekan Masjid No 1-2, BEBEKAN, Kec. Taman, Kab. Sidoarjo, Jawa Timur 61257",031317882061,http://www.smpululalbab.sch.id,0 / 0,61257,Jl. Bebekan Masjid No 1-2,Jl. Bebekan Masjid No 1-2,Jl. Bebekan Masjid No 1-2,Jl. Bebekan Masjid No 1-2,Jl. Bebekan Masjid No 1-2,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Kurniadi Sukarno,Dwi Agus Prayitno,184,317882061,2003,2002,23,AB0683,Yayasan Al-Thohiriyah Mergayu,1,1,5500000,248160,1364880000000,6,20,6,11,2,1,56000,448000,1700,761600000,1,1,0,"Rp650,000",
20501685,SMP MUHAMMADIYAH 8 TANGGULANGIN,Kab. Sidoarjo,Sidoarjo,Ngaban,Kec. Tanggulangin,Tanggulangin,"Jl. Tanggulangin, Ngaban, Kec. Tanggulangin, Kab. Sidoarjo, Jawa Timur 61272",031318962608,-,3 / 1,61272,Tanggulangin,Tanggulangin,Tanggulangin,Tanggulangin,Jl. Tanggulangin,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Titin Yulaikah,Dita Novitasari,183,318962608,1986,1984,41,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,3000000,817,2451000000,6,11,2,9,3,1,26000,208000,1700,353600000,0,1,0,,"Rp449,573"
