NPSN,Nama_sekolah,Kota,,Kelurahan,Kecamatan,,Alamat lengkap,No.Telp,Website,RT dan RW,Kode Pos,Alamat,,,,,Jenjang,Kurikulum,Akreditasi,Kurikulum,Kepala Sekolah,Operator,Peserta Didik,No.Telp,Tanggal SK Operasional,Tanggal SK Pendirian,Umur,NPYP,Yayasan,Jumlah Sekolah Naungan Yayasan,Grade Yayasan Sekolah,Harga Tanah Pasaran per kecamatan,luas tanah,estimasi harga tanah sekolah,Rombel,Guru,Pegawai,R.Kelas,R.Lab,R.Perpus,meter listrik,per kWh,tarif per kWh,harga_listrik_per_bulan,is_website,is_agama,is_surabaya,SPP,Prediksi SPP
70003200,SMP BILINGUAL TERPADU 2,Kab. Sidoarjo,Sidoarjo,Junwangi,Kec. Krian,Krian,"Jl. Junwangi No. 43B, Junwangi, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",085748826500,https://smpbilingualterpadu2.sch.id/,3 / 4,61262,JL. JUNWANGI NO. 43B,JL. JUNWANGI NO. 43B,Jl. Junwangi No. 43B,Jl. Junwangi No. 43B,Jl. Junwangi No. 43B,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,MOHAMMAD ULIL ALBAB,Nur Azwar Annasiyah,454,85748826500,2020,2020,5,AE2844,Al Amanah,3,3,2600000,0,0,15,26,3,18,1,1,6600,52800,1700,89760000,1,0,0,,"Rp542,947"
20539950,SD MUHAMMADIYAH 01 WARU,Kab. Sidoarjo,Sidoarjo,Kureksari,Kec. Waru,Waru,"Jl. Anggrek Vi No. 36-38, Kureksari, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318543285,-,0 / 0,61256,Jl. Anggrek VI No. 36-38,Jl. Anggrek VI No. 36-38,Jl. Anggrek Vi No. 36-38,Jl. Anggrek Vi No. 36-38,Jl. Anggrek Vi No. 36-38,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Haris Fathoni,MUHAMMAD ARIF HIDAYAT,453,318543285,2022,1978,47,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,7530000,2200,16566000000,17,21,2,19,2,1,65999,527992,1700,897586400,0,1,0,,"Rp499,853"
20540068,SMA SENOPATI SEDATI,Kab. Sidoarjo,Sidoarjo,Betro,Kec. Sedati,Sedati,"Jl. Senopati No. 2, Betro, Kec. Sedati, Kab. Sidoarjo, Jawa Timur 61253",031318910601,http://SMAenopati.sch.id,16 / 8,61253,JL. SENOPATI NO. 2,JL. SENOPATI NO. 2,Jl. Senopati No. 2,Jl. Senopati No. 2,Jl. Senopati No. 2,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Yayuk Kumiyati,REYNALD BESTARIANTO,449,318910601,2023,2010,15,AX8367,PERKUMPULAN PERKUMPULAN  LEMBAGA PENDIDIKAN SENOPATI,2,2,5800000,9627,55836600000,14,15,5,13,5,1,42000,336000,1700,571200000,1,0,0,,"Rp838,689"
20540090,SMK PERSATUAN 1 TULANGAN,Kab. Sidoarjo,Sidoarjo,Kenongo,Kec. Tulangan,Tulangan,"Jl. Ganting, Kenongo, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318856137,http://smkpersatuan1tulangan.com,18 / 6,61273,Jl. Ganting,Jl. Ganting,Jl. Ganting,Jl. Ganting,Jl. Ganting,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Achmad Suyanto,ANDI PRIYANTO,444,318856137,2017,1988,37,AB0675,Badan Pelaksana Pendidikan Ma'arif NU Tulangan,1,1,1490000,1725,2570250000,14,17,3,17,3,1,41500,332000,1700,564400000,1,0,0,,"Rp443,757"
20569646,SD ISLAM KREATIF MUTIARA ANAK SHOLEH,Kab. Sidoarjo,Sidoarjo,Pekarungan,Kec. Sukodono,Sukodono,"Jl. Raya Pekarungan No . 5, Pekarungan, Kec. Sukodono, Kab. Sidoarjo, Jawa Timur 61258",0313171242599,http://mutiaraanaksholeh.sch.id,5 / 4,61258,JL. RAYA PEKARUNGAN NO . 5,JL. RAYA PEKARUNGAN NO . 5,Jl. Raya Pekarungan No . 5,Jl. Raya Pekarungan No . 5,Jl. Raya Pekarungan No . 5,SD,Kurikulum Internasional,A,Kurikulum Merdeka,Edy Rahmawan,"Ali Akbar, S.Pd",440,3171242599,2020,2020,5,AE2801,MUTIARA ANAK SHOLEH,2,2,2200000,2635,5797000000,18,20,2,20,2,1,66000,528000,1700,897600000,1,1,0,"Rp625,000",
20540100,SMK MUHAMMADIYAH 2 TAMAN,Kab. Sidoarjo,Sidoarjo,Jemundo,Kec. Taman,Taman,"Jl. Raya Sawunggaling 121, Jemundo, Kec. Taman, Kab. Sidoarjo, Jawa Timur 61257",031317874212,http://www.smkmuh2taman.sch.id,4 / 2,61257,JL. RAYA SAWUNGGALING 121,JL. RAYA SAWUNGGALING 121,Jl. Raya Sawunggaling 121,Jl. Raya Sawunggaling 121,Jl. Raya Sawunggaling 121,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Rachmat Susilo,BIAN FAHRUR RACHMAN HAKIM,437,317874212,2019,2000,25,AB4667,Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,198,4,5500000,2136,11748000000,17,27,15,27,4,1,6600,52800,1700,89760000,1,1,0,,"Rp389,829"
20539962,SMP AL ISLAMIYAH,Kab. Sidoarjo,Sidoarjo,Putat,Kec. Tanggulangin,Tanggulangin,"Jl. Putat Utara 25, Putat, Kec. Tanggulangin, Kab. Sidoarjo, Jawa Timur 61272",031318945351,http://smp-alislamiyah.sch.id,9 / 2,61272,Jl. Putat Utara 25,Jl. Putat Utara 25,Jl. Putat Utara 25,Jl. Putat Utara 25,Jl. Putat Utara 25,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Endang Sri Wahyuni,YUL CHAIDIR,433,318945351,2011,1979,46,AE2653,YAYASAN PENDIDIKAN DAN SOSIAL AL-ISLAMIYAH (YAPISA),3,3,3000000,1998,5994000000,13,17,3,13,2,1,36000,288000,1700,489600000,1,1,0,,"Rp456,997"
20501874,SMA MUHAMMADIYAH 3,Kab. Sidoarjo,Sidoarjo,Kenongo,Kec. Tulangan,Tulangan,"Jl. Raya Kenongo, Kenongo, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318855423,http://www.smam3sda.sch.id,3 / 1,61273,JL. RAYA KENONGO,JL. RAYA KENONGO,Jl. Raya Kenongo,Jl. Raya Kenongo,Jl. Raya Kenongo,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Hartatik,ZAINUL ARIFIN,430,318855423,2022,1974,51,AB4667,Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,198,4,1490000,10000,14900000000,13,27,6,19,5,1,85000,680000,1700,1156000000,1,1,0,,"Rp597,235"
20501903,SD MUHAMMADIYAH 2 SIDOARJO,Kab. Sidoarjo,Sidoarjo,Lemahputro,Kec. Sidoarjo,Sidoarjo,"Jl. Pasar Jetis 28, Lemahputro, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61213",031318966695,http://www.sdamada.sch.id,10 / 3,61213,Jl Pasar Jetis 28,Jl Pasar Jetis 28,Jl Pasar Jetis 28,Jl Pasar Jetis 28,Jl. Jl Pasar Jetis 28,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Alfiatun Naimah,A. CHOIRUDIN,427,318966695,1910,2000,25,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,4500000,1813,8158500000,17,23,10,21,3,1,86000,688000,1700,1169600000,1,1,0,,"Rp543,796"
69970485,SD ISLAM AL AZHAR 52,Kab. Sidoarjo,Sidoarjo,Sepande,Kec. Candi,Candi,"Jl. Perum Safira Garden Blok B1/1, Sepande, Kec. Candi, Kab. Sidoarjo, Jawa Timur 61271",,http://sdialazhar52.sch.id/,1 / 1,61271,Perum Safira Garden Blok B1/1,Perum Safira Garden Blok B1/1,Perum Safira Garden Blok B1/1,Perum Safira Garden Blok B1/1,Jl. Perum Safira Garden Blok B1/1,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Siti Khotimah,MEIDA SINTIA DEVI,426,,2017,2017,8,AN2186,YAYASAN PESANTREN ISLAM AL AZHAR CABANG JAWA TIMUR,15,5,2670000,6055,16166850000,19,23,2,19,2,1,197000,1576000,1700,2679200000,1,1,0,"Rp650,000",
20540065,SMA PERSATUAN TULANGAN,Kab. Sidoarjo,Sidoarjo,Kepadangan,Kec. Tulangan,Tulangan,"Jl. Raya Kepadangan No.36 Tulangan, Kepadangan, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318854286,http://sma-persatuan-tulangan.sch.id,9 / 3,61273,JL. RAYA KEPADANGAN NO.36 TULANGAN,JL. RAYA KEPADANGAN NO.36 TULANGAN,Jl. Raya Kepadangan No.36 Tulangan,Jl. Raya Kepadangan No.36 Tulangan,Jl. Raya Kepadangan No.36 Tulangan,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Priyanti,LUKY KURNIA AKBAR,425,318854286,2022,1976,49,AB0642,BPP MA'ARIF NU TULANGAN,1,1,1490000,3000,4470000000,13,16,4,15,5,1,15000,120000,1700,204000000,1,0,0,,"Rp700,185"
20579281,SMP RAUDLATUL JANNAH,Kab. Sidoarjo,Sidoarjo,Pepelegi,Kec. Waru,Waru,"Jl..Jatisari No.15 Pepelegi, Pepelegi, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318549217,http://smprj.sch.id,0 / 0,61256,Jl.Jatisari No.15 Pepelegi,Jl.Jatisari No.15 Pepelegi,Jl.Jatisari No.15 Pepelegi,Jl.Jatisari No.15 Pepelegi,Jl. Jl.Jatisari No.15 Pepelegi,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,"Abdul Bari, S.Th.I",Afifuddin Rifqi,424,318549217,2011,2011,14,AN0980,Yayasan Masjid Raudlatul Jannah,8,7,7530000,3192,24035760000,15,24,2,15,2,1,131000,1048000,1700,1781600000,1,0,0,"Rp1,000,000",
69988235,SD MUHAMMADIYAH 1 CANDI LABSCHOOL UMSIDA,Kab. Sidoarjo,Sidoarjo,Sidodadi,Kec. Candi,Candi,"Jl. Sidodadi No 1983 Sudio, Sidodadi, Kec. Candi, Kab. Sidoarjo, Jawa Timur 61271",081335535904,http://sdmica.sch.id,4 / 2,61271,Jl. Sidodadi no 1983 Sudio,Jl. Sidodadi no 1983 Sudio,Jl. Sidodadi No 1983 Sudio,Jl. Sidodadi No 1983 Sudio,Jl. Sidodadi No 1983 Sudio,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Pristiandi Teguh Cahya,MOCHAMMAD CHOIRUZZAQI,423,81335535904,2019,2019,6,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,2670000,880,2349600000,17,26,5,9,1,1,30000,240000,1700,408000000,1,1,0,,"Rp436,050"
20540082,SMK DARMA SISWA 2 SIDOARJO,Kab. Sidoarjo,Sidoarjo,Berbek,Kec. Waru,Waru,"Jl. Kusuma 9-11, Berbek, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318678854,http://www.smkdarmasiswasidoarjo.sch.id,4 / 1,61256,JL. KUSUMA 9-11,JL. KUSUMA 9-11,Jl. Kusuma 9-11,Jl. Kusuma 9-11,Jl. Kusuma 9-11,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Drs. Faujin,LILIS SUWARNI,416,318678854,2022,1992,33,AL6824,PPKKBHS,4,3,7530000,11000,82830000000,12,22,4,13,2,1,6600,52800,1700,89760000,1,0,0,"Rp350,000",
20501676,SMP HANGTUAH 5 CANDI,Kab. Sidoarjo,Sidoarjo,KEDUNGKENDO,Kec. Candi,Candi,"Jl. Perum Jalagriya B16 / 18, KEDUNGKENDO, Kec. Candi, Kab. Sidoarjo, Jawa Timur 61271",031318060725,http://smpht5sidoarjo.sch.id,17 / 25,61271,Perum Jalagriya B16 / 18,Perum Jalagriya B16 / 18,Perum Jalagriya B16 / 18,Perum Jalagriya B16 / 18,Jl. Perum Jalagriya B16 / 18,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Herwinda Rosita,YUDHA ARDI WIRASANTI,413,318060725,2010,2004,21,AB5048,HANG TUAH CABANG SURABAYA,35,6,2670000,4340,11587800000,13,22,6,13,2,1,66000,528000,1700,897600000,1,0,0,,"Rp570,242"
20501691,SMP ISLAM KREMBUNG,Kab. Sidoarjo,Sidoarjo,Rejeni,Kec. Krembung,Krembung,"Jl. Jalan Raya Rejeni, Rejeni, Kec. Krembung, Kab. Sidoarjo, Jawa Timur 61275",031318851800,http://www.smpislamkrembung.sch.id,1 / 1,61275,Jalan Raya Rejeni,Jalan Raya Rejeni,Jalan Raya Rejeni,Jalan Raya Rejeni,Jl. Jalan Raya Rejeni,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Latif Syaifuddin,Rudi Hariyanto,411,318851800,2021,1963,62,AB0509,LEMBAGA PENDIDIKAN MA'ARIF NU,32,7,750000,4500,3375000000,13,23,8,25,4,1,32980,263840,1700,448528000,1,1,0,,"Rp569,724"
69978396,SD PLUS FATIMAH AZ ZAHRO,Kab. Sidoarjo,Sidoarjo,Siwalan Panji,Kec. Buduran,Buduran,"Jl. Siwalanpanji, Siwalan Panji, Kec. Buduran, Kab. Sidoarjo, Jawa Timur 61252",082302522355,http://sdplusfaz.sch.id,7 / 2,61252,Siwalanpanji,Siwalanpanji,Siwalanpanji,Siwalanpanji,Jl. Siwalanpanji,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Masrifatul Mahmudah,Silviana Safitri,408,82302522355,2018,2018,7,AK0993,Yayasan Purnama,6,5,3500000,1980,6930000000,19,7,2,19,1,1,41500,332000,1700,564400000,1,1,0,,"Rp518,372"
20501681,SMP PGRI 1 BUDURAN,Kab. Sidoarjo,Sidoarjo,SIWALANPANJI,Kec. Buduran,Buduran,"Jl. Siwalanpanji, SIWALANPANJI, Kec. Buduran, Kab. Sidoarjo, Jawa Timur 61251",0318961321,http://www.smppgri1buduran.sch.id,0 / 0,61251,Jl. Siwalanpanji,Jl. Siwalanpanji,Jl. Siwalanpanji,Jl. Siwalanpanji,Jl. Siwalanpanji,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Indrajayanti Ratnaningsih,Indra Atma Agus Nugraha,407,8961321,2010,1983,42,AX2398,Perwakilan YPLP PGRI Kabupaten Sidoarjo,17,3,3500000,9212,32242000000,13,22,4,31,3,1,115000,920000,1700,1564000000,1,0,0,,"Rp734,565"
60702939,SMK PLUS NAHDLATUL ULAMA,Kab. Sidoarjo,Sidoarjo,Sidoklumpuk,Kec. Sidoarjo,Sidoarjo,"Jl. Monginsidi Kav Dpr Perum Bluru Permai, Sidoklumpuk, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61218",031318068547,http://smkplusnu-sda.sch.id,9 / 3,61218,JL MONGINSIDI KAV DPR PERUM BLURU PERMAI,JL MONGINSIDI KAV DPR PERUM BLURU PERMAI,Jl Monginsidi Kav Dpr Perum Bluru Permai,Jl Monginsidi Kav Dpr Perum Bluru Permai,Jl. Jl Monginsidi Kav Dpr Perum Bluru Permai,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Mohammad Zakariya,SITI ROHMATUL LAILIYAH,402,318068547,2024,2016,9,AI5099,BADAN PENYELENGGARA PENDIDIKAN NU WALISONGO SIDOARJO,6,5,4500000,2000,9000000000,17,26,7,17,4,1,40,320,1700,544000,1,0,0,,"Rp426,232"
20540034,SMP WAHID HASYIM 8 WARU,Kab. Sidoarjo,Sidoarjo,Kureksari,Kec. Waru,Waru,"Jl. Kolonel Sugiono No 87, Kureksari, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",031318531561,http://smpwahidhasyim8.sch.id/,0 / 0,61256,Jl. Kolonel Sugiono No 87,Jl. Kolonel Sugiono No 87,Jl. Kolonel Sugiono No 87,Jl. Kolonel Sugiono No 87,Jl. Kolonel Sugiono No 87,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Nuryadi,SMP WAHID HASYIM 8 WARU,402,318531561,2024,1978,47,AN0966,AMANU,2,2,7530000,2217,16694010000,12,17,8,14,2,1,41500,332000,1700,564400000,1,0,0,,"Rp453,521"
20540027,SMP KATOLIK SANTO YUSUP,Kab. Sidoarjo,Sidoarjo,Tropodo,Kec. Waru,Waru,"Jl. Brantas Wisma Tropodo, Tropodo, Kec. Waru, Kab. Sidoarjo, Jawa Timur 61256",03199004878,http://smpksantoyusup.sch.id,0 / 0,61256,Jl. Brantas Wisma Tropodo,Jl. Brantas Wisma Tropodo,Jl. Brantas Wisma Tropodo,Jl. Brantas Wisma Tropodo,Jl. Brantas Wisma Tropodo,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Cahyo Budi Prasongko,Danang Aji Saputro,401,99004878,2021,2011,14,AN2291,YOHANNES GABRIEL,154,6,7530000,3000,22590000000,11,18,4,12,3,1,150000,1200000,1700,2040000000,1,1,0,,"Rp728,285"
20539953,SD ISLAM WAHID HASYIM,Kab. Sidoarjo,Sidoarjo,Sekardangan,Kec. Sidoarjo,Sidoarjo,"Jl. Jogoyudho No.81, Sekardangan, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61215",031318945268,-,8 / 3,61215,Jl. Jogoyudho No.81,Jl. Jogoyudho No.81,Jl. Jogoyudho No.81,Jl. Jogoyudho No.81,Jl. Jogoyudho No.81,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,M. Lazim,Fahrul Ardiansyah,399,318945268,2025,1958,67,AI5060,Yayasan Pendidikan Wahid Hasyim,1,1,4500000,1986,8937000000,15,21,5,16,2,1,10400,83200,1700,141440000,0,1,0,,"Rp462,176"
20539972,SMP HASJIM ASJARI TULANGAN,Kab. Sidoarjo,Sidoarjo,Kepadangan,Kec. Tulangan,Tulangan,"Jl. Raya Kepadangan 36 Tulangan, Kepadangan, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318851671,http://hasyim-asyari.sch.id,0 / 0,61273,Jl. Raya Kepadangan 36 Tulangan,Jl. Raya Kepadangan 36 Tulangan,Jl. Raya Kepadangan 36 Tulangan,Jl. Raya Kepadangan 36 Tulangan,Jl. Raya Kepadangan 36 Tulangan,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Ida Zulfiyah,"Putri Sucianti,S.Pd",390,318851671,2011,1972,53,AB0649,BPPM NU,2,2,1490000,1500,2235000000,13,20,7,17,3,1,45000,360000,1700,612000000,1,0,0,,"Rp498,607"
20539975,SMP KEMALA BHAYANGKARI 7,Kab. Sidoarjo,Sidoarjo,Porong,Kec. Porong,Porong,"Jl. Bhayangkari No. 36 B, Porong, Kec. Porong, Kab. Sidoarjo, Jawa Timur 61274",031343852563,http://www.SMPkemalabhayangkari7-sda.sch-id.net,0 / 0,61274,Jl. Bhayangkari No. 36 B,Jl. Bhayangkari No. 36 B,Jl. Bhayangkari No. 36 B,Jl. Bhayangkari No. 36 B,Jl. Bhayangkari No. 36 B,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Kafi Muslihuddin,RONALD ALBERT MICHAEL W,388,343852563,2022,1976,49,AA0760,Yayasan Kemala Bhayangkari,681,9,1370000,2204,3019480000,12,18,6,12,2,1,33000,264000,1700,448800000,1,0,0,,"Rp396,995"
69986502,SMP ISLAM TERPADU AR RAHMAN,Kab. Sidoarjo,Sidoarjo,Kemantren,Kec. Tulangan,Tulangan,"Jl. Raya Kemantren, Kemantren, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318857001,http://www.smpitarrohman.sch.id,4 / 3,61273,Jl. Raya Kemantren,Jl. Raya Kemantren,Jl. Raya Kemantren,Jl. Raya Kemantren,Jl. Raya Kemantren,SMP,Kurikulum Merdeka,B,Kurikulum Merdeka,Taufik Rohman,MUHAMMAD RIZAL WAHYUDI,381,318857001,2019,2019,6,AB0654,YAYASAN BAITUR ROHMAN KEMANTREN,3,3,1490000,3900,5811000000,12,15,2,11,3,2,1500,12000,1700,20400000,1,1,0,"Rp450,000",
69965439,SD Islam Darul Hikmah,Kab. Sidoarjo,Sidoarjo,Kemasan,Kec. Krian,Krian,"Jl. Mojosantren, Kemasan, Kec. Krian, Kab. Sidoarjo, Jawa Timur 61262",085730461669,http://ypi-darulhikmah.blogspot.com/?=1,9 / 3,61262,Mojosantren,Mojosantren,Mojosantren,Mojosantren,Jl. Mojosantren,SD,Kurikulum Merdeka,A,Kurikulum Merdeka,Anas Bachtiar,Shofia Fitriana,380,85730461669,2024,2017,8,AB0744,Yayasan Pendidkan Islam Darul Hikmah,1,1,2600000,1470,3822000000,15,18,1,15,0,1,5500,44000,1700,74800000,0,1,0,,"Rp443,621"
69899722,SD Muhammadiyah 1 Sedati,Kab. Sidoarjo,Sidoarjo,Sedati Gede,Kec. Sedati,Sedati,"Jl. H. Syukur No.65, Sedati Gede, Kec. Sedati, Kab. Sidoarjo, Jawa Timur 61253",0313135942057,http://www.sdmusada.sch.id,0 / 0,61253,Jl. H. Syukur No.65,Jl. H. Syukur No.65,Jl. H. Syukur No.65,Jl. H. Syukur No.65,Jl. H. Syukur No.65,SD,Kurikulum Merdeka,B,Kurikulum Merdeka,Dhani Harsyahyadi,Andi Sugiyanto,380,3135942057,2015,2018,7,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,5800000,9600,55680000000,14,21,7,15,0,1,3500,28000,1700,47600000,1,1,0,,"Rp462,203"
20563771,TK ISLAM SABILILLAH,Kab. Sidoarjo,Sidoarjo,Sidokare,Kec. Sidoarjo,Sidoarjo,"Jl. Sidokare Indah Bt 32-34, Sidokare, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61214",031318052492,-,52 / 14,61214,SIDOKARE INDAH BT 32-34,SIDOKARE INDAH BT 32-34,Sidokare Indah Bt 32-34,Sidokare Indah Bt 32-34,Jl. Sidokare Indah Bt 32-34,TK,Kurikulum Merdeka,A,Kurikulum Merdeka,IKA PRIHATINI,VENNY DWI YULIANTI,378,318052492,2020,2003,22,AI5042,TPI SABILILLAH,3,3,4500000,672,3024000000,23,23,1,25,0,1,1500,12000,1700,20400000,0,1,0,"Rp300,000",
20540060,SMA KRISTEN PETRA 4,Kab. Sidoarjo,Sidoarjo,Sidoklumpuk,Kec. Sidoarjo,Sidoarjo,"Jl. Monginsidi No.100, Sidoklumpuk, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61218",031318921509,http://sma4.pppkpetra.or.id,0 / 0,61218,JL. MONGINSIDI NO.100,JL. MONGINSIDI NO.100,Jl. Monginsidi No.100,Jl. Monginsidi No.100,Jl. Monginsidi No.100,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Septian Tri Kristianto,Sindu Kadafi,371,318921509,2024,1956,69,AL8874,Perhimpunan Pendidikan dan Pengajaran Kristen Petra,35,6,4500000,1950,8775000000,11,24,10,15,4,1,150000,1200000,1700,2040000000,1,1,0,,"Rp640,990"
20539974,SMP ISLAM SIDOARJO,Kab. Sidoarjo,Sidoarjo,Sidokumpul,Kec. Sidoarjo,Sidoarjo,"Jl. Pahlawan III, Sidokumpul, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61213",031318953399,-,30 / 6,61213,Jl. Pahlawan III,Jl. Pahlawan III,Jl. Pahlawan Iii,Jl. Pahlawan III,Jl. Pahlawan III,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Siti Hanifah,Fatkhur Roji,366,318953399,2010,1977,48,AI5099,BADAN PENYELENGGARA PENDIDIKAN NU WALISONGO SIDOARJO,6,5,4500000,2340,10530000000,10,22,4,14,2,1,41000,328000,1700,557600000,0,1,0,,"Rp501,781"
P9984425,PKBM BOARDING SCHOOL AL KAUTSAR,Kab. Sidoarjo,Sidoarjo,Sambungrejo,Kec. Sukodono,Sukodono,"Jl. Besuk, Sambungrejo, Kec. Sukodono, Kab. Sidoarjo, Jawa Timur 61258",0313199785821,http://alkautsarboardingschool.sch.id,10 / 4,61258,Jl. Besuk,Jl. Besuk,Jl. Besuk,Jl. Besuk,Jl. Besuk,PKBM,Kurikulum Merdeka,A,Kurikulum 2013,YUSUF FERDYANSYAH,"Agung Noveriyanto. S,Kom",365,3199785821,2020,2018,7,,,0,0,2200000,90000,198000000000,16,12,1,16,0,1,82500,660000,1700,1122000000,1,1,0,"Rp3,200,000",
69822489,SMP ISLAM TERPADU INSAN KAMIL,Kab. Sidoarjo,Sidoarjo,Sekardangan,Kec. Sidoarjo,Sidoarjo,"Jl. Pecantingan, Sekardangan, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61215",031318076237,http://www.insankamilsidoarjo.sch.id/,12 / 4,61215,Jl. Pecantingan,Jl. Pecantingan,Jl. Pecantingan,Jl. Pecantingan,Jl. Pecantingan,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Fathur Rohman,Sudigyo,363,318076237,2022,2004,21,AK0919,Yayasan Pendidikan Islam Terpadu Insan Kamil,4,4,4500000,638401,2872804500000,12,19,2,12,3,1,22986,183888,1700,312609600,1,1,0,,"Rp887,844"
20540075,SMK AIRLANGGA SIDOARJO,Kab. Sidoarjo,Sidoarjo,Magersari,Kec. Sidoarjo,Sidoarjo,"Jl. Tenis Vi Komplek Gor, Magersari, Kec. Sidoarjo, Kab. Sidoarjo, Jawa Timur 61211",031318961185,http://www.smkairlanggasda.sch.id,17 / 5,61211,JL. TENIS VI KOMPLEK GOR,JL. TENIS VI KOMPLEK GOR,Jl. Tenis Vi Komplek Gor,Jl. Tenis Vi Komplek Gor,Jl. Tenis Vi Komplek Gor,SMK,Kurikulum Merdeka,A,Kurikulum Merdeka,Hastuti,NUR PITRIANA,362,318961185,2023,1992,33,AG9145,PENDIDIKAN AIRLANGGA,1,1,4500000,2820,12690000000,17,18,3,13,1,1,21000,168000,1700,285600000,1,0,0,,"Rp433,229"
20540049,SMA AVISENA JABON,Kab. Sidoarjo,Sidoarjo,Kedungcangkring,Kec. Jabon,Jabon,"Jl. Kedungcangkring, Kedungcangkring, Kec. Jabon, Kab. Sidoarjo, Jawa Timur 61276",031343851302,http://www.smaavisenajabon.sch.id,7 / 4,61276,JL. KEDUNGCANGKRING,JL. KEDUNGCANGKRING,Jl. Kedungcangkring,Jl. Kedungcangkring,Jl. Kedungcangkring,SMA,Kurikulum Merdeka,A,Kurikulum Merdeka,Abu Bakar,Dahlia Indriyani,361,343851302,2023,1977,48,AB0601,BPPMNU AVISENA,2,2,1000000,3000,3000000000,12,14,3,11,4,1,45000,360000,1700,612000000,1,0,0,,"Rp542,844"
20501687,SMP MUHAMMADIYAH 5 TULANGAN,Kab. Sidoarjo,Sidoarjo,Kenongo,Kec. Tulangan,Tulangan,"Jl. Raya Kenongotulangan, Kenongo, Kec. Tulangan, Kab. Sidoarjo, Jawa Timur 61273",031318850653,http://www.smpmuhammadiyah5tulangan.sch.id,0 / 0,61273,Jl. Raya KenongoTulangan,Jl. Raya KenongoTulangan,Jl. Raya Kenongotulangan,Jl. Raya Kenongotulangan,Jl. Raya Kenongotulangan,SMP,Kurikulum Merdeka,A,Kurikulum Merdeka,Anik Mujiati,DAHNIA ROSY FIBRIANA,357,318850653,2008,1971,54,AI5048,Pimpinan Daerah Muhammadiyah (PDM) Kab. Sidoarjo,108,9,1490000,2079,3097710000,12,21,6,15,3,1,0,0,1700,0,1,1,0,,"Rp399,265"
